scenario,model,repeat,fold,accuracy,roc_auc,pr_auc,precision,recall,f1,balanced_accuracy,specificity,brier_score,threshold
rural_feature_schemes,ANOVA15 + ElasticNet LR,3,3,0.65625,0.669921875,0.7230143213805259,0.75,0.46875,0.5769230769230769,0.65625,0.84375,0.2270586797586976,0.5
rural_feature_schemes,ANOVA15 + ElasticNet LR,3,4,0.578125,0.67578125,0.7137652007117834,0.6086956521739131,0.4375,0.509090909090909,0.578125,0.71875,0.22488376395257714,0.5
rural_feature_schemes,ANOVA15 + ElasticNet LR,3,5,0.6666666666666666,0.7399193548387097,0.7868572329075648,0.7083333333333334,0.5483870967741935,0.6181818181818182,0.6648185483870968,0.78125,0.20592110936845998,0.5
rural_feature_schemes,L1 select + LR,1,1,0.671875,0.7253176930596286,0.7442828979322647,0.7083333333333334,0.5483870967741935,0.6181818181818182,0.6681329423264907,0.7878787878787878,0.2120192479699849,0.5
rural_feature_schemes,L1 select + LR,1,2,0.53125,0.626953125,0.6965771609953528,0.5454545454545454,0.375,0.4444444444444444,0.53125,0.6875,0.23138546888917028,0.5
rural_feature_schemes,L1 select + LR,1,3,0.6875,0.71875,0.7678246978702237,0.7142857142857143,0.625,0.6666666666666666,0.6875,0.75,0.2122083083142357,0.5
rural_feature_schemes,L1 select + LR,1,4,0.71875,0.7587890625,0.7597046403306267,0.7692307692307693,0.625,0.6896551724137931,0.71875,0.8125,0.19409719765642358,0.5
rural_feature_schemes,L1 select + LR,1,5,0.7301587301587301,0.7560483870967741,0.8125543693057553,0.75,0.6774193548387096,0.711864406779661,0.7293346774193548,0.78125,0.19228561409477612,0.5
rural_feature_schemes,L1 select + LR,2,1,0.65625,0.7341153470185728,0.7781129252265528,0.6551724137931034,0.6129032258064516,0.6333333333333333,0.6549364613880744,0.696969696969697,0.20054718324581566,0.5
rural_feature_schemes,L1 select + LR,2,2,0.5625,0.669921875,0.7303561151863479,0.5909090909090909,0.40625,0.48148148148148145,0.5625,0.71875,0.22257837069769715,0.5
rural_feature_schemes,L1 select + LR,2,3,0.71875,0.7802734375,0.814848524416558,0.8181818181818182,0.5625,0.6666666666666666,0.71875,0.875,0.18700456697625578,0.5
rural_feature_schemes,L1 select + LR,2,4,0.71875,0.78515625,0.8057721816651289,0.7333333333333333,0.6875,0.7096774193548387,0.71875,0.75,0.1858747553399952,0.5
rural_feature_schemes,L1 select + LR,2,5,0.746031746031746,0.8024193548387096,0.8313363045415815,0.8571428571428571,0.5806451612903226,0.6923076923076923,0.7434475806451613,0.90625,0.1745459785009606,0.5
rural_feature_schemes,L1 select + LR,3,1,0.6875,0.8015640273704789,0.845756732155633,0.6774193548387096,0.6774193548387096,0.6774193548387096,0.6871945259042034,0.696969696969697,0.17297821733219865,0.5
rural_feature_schemes,L1 select + LR,3,2,0.703125,0.720703125,0.7849032469317822,0.7407407407407407,0.625,0.6779661016949152,0.703125,0.78125,0.20517778894036054,0.5
rural_feature_schemes,L1 select + LR,3,3,0.65625,0.662109375,0.7167153260086957,0.75,0.46875,0.5769230769230769,0.65625,0.84375,0.2324329044479234,0.5
rural_feature_schemes,L1 select + LR,3,4,0.703125,0.75390625,0.7716935056358648,0.76,0.59375,0.6666666666666666,0.703125,0.8125,0.20370469728019483,0.5
rural_feature_schemes,L1 select + LR,3,5,0.6190476190476191,0.7016129032258064,0.7490489235370603,0.6206896551724138,0.5806451612903226,0.6,0.6184475806451613,0.65625,0.22051236710438338,0.5
